기업명,문의 일자,진행 날짜,상태,진행 팀,담당자,문의경로,공간,디자인 팀,"제안서, 견적서"
내혜홀 초등학교,2025-09-09,,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68c76680abb0e0042860cce6/download, https://task-api.office.hiworks.com/v1/attached-files/68c766837208526ecadc5a96/download"
한국인터넷피씨카페협동조합,2025-09-10,2025-10-21,취소,기획조정팀,안광열,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/68c7d6596e99c21525d02b38/download, https://task-api.office.hiworks.com/v1/attached-files/68c7d6596e99c21525d02b39/download"
의왕시정신건강복지센터,2025-09-10,,취소,기획조정1팀,"변승민, 조민채, 이우진",전화,,,
서울은로유치원,2025-09-10,,취소,기획조정2팀,이영준,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68c3bb38abb0e0042860be4d/download, https://task-api.office.hiworks.com/v1/attached-files/68c3bb38abb0e0042860be4e/download, https://task-api.office.hiworks.com/v1/attached-files/68c9406fb9214b7f32216be6/download, https://task-api.office.hiworks.com/v1/attached-files/68c9406fb9214b7f32216be7/download"
FedEx Korea,2025-08-28,2025-09-24,진행 완료,기획조정2팀,조윤진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68c3617f7208526ecadc3de5/download, https://task-api.office.hiworks.com/v1/attached-files/68c3617f7208526ecadc3de6/download, https://task-api.office.hiworks.com/v1/attached-files/68c3684d908ba659fe8ac20a/download, https://task-api.office.hiworks.com/v1/attached-files/68c3684d908ba659fe8ac20b/download"
용산구의회(직원 힐링교육),2025-08-27,2025-10-15,진행 완료,기획조정1팀,조민채,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68c3bb71b9214b7f3221357a/download, https://task-api.office.hiworks.com/v1/attached-files/68c3bb71b9214b7f3221357b/download"
용산구의회(직원 힐링교육),2025-08-27,2025-10-29,진행 완료,기획조정1팀,조민채,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68c3bb75b9214b7f32213581/download, https://task-api.office.hiworks.com/v1/attached-files/68c3bb75b9214b7f32213582/download"
용산구의회(직원 힐링교육),2025-08-27,2025-10-31,진행 완료,기획조정1팀,조민채,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68c3bb777208526ecadc4a4f/download, https://task-api.office.hiworks.com/v1/attached-files/68c3bb777208526ecadc4a50/download"
용산구의회(직원 힐링교육),2025-08-27,2025-11-12,진행 완료,기획조정1팀,조민채,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68c3bb856e99c21525d00682/download, https://task-api.office.hiworks.com/v1/attached-files/68c3bb856e99c21525d00683/download"
울산,2025-09-12,,취소,기획조정1팀,조민채,홈페이지,,,
다산하늘초등학교(남양주),2025-09-15,2025-10-21,진행 완료,기획조정2팀,변승민,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68ef4d09f6c1e546f2806a23/download, https://task-api.office.hiworks.com/v1/attached-files/68ef4d09f6c1e546f2806a24/download"
서울특별시기계공업협동조합,2025-09-16,2025-10-24,진행 완료,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68d24b128c1e781c592f4075/download, https://task-api.office.hiworks.com/v1/attached-files/68ed9a3e7cd00f15cd42c283/download"
동원리더스아카데미,2025-09-15,2025-10-11,진행 완료,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68ccd95678a8e35603be87c4/download, https://task-api.office.hiworks.com/v1/attached-files/68ccd95678a8e35603be87c5/download"
힐스펫뉴트리션 코리아(유),2025-09-18,2025-12-17,진행 완료,기획조정1팀,조민채,개인,,,https://task-api.office.hiworks.com/v1/attached-files/6940afbd80552851e650feac/download
마포구청 자치행정과,2025-09-18,2025-11-12,진행 완료,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68d0ef9db95c3d4d43c224f3/download, https://task-api.office.hiworks.com/v1/attached-files/68d0ef9db95c3d4d43c224f4/download"
(주)씨유메디칼시스템_11월 팀장 노무사 초청교육,2025-09-18,,취소,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68db56bcfd31fc406624bc65/download, https://task-api.office.hiworks.com/v1/attached-files/68db56bcfd31fc406624bc66/download"
(주)씨유메디칼시스템_11월 팀원 직무교육,2025-09-18,,연기,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68db56ccfd31fc406624bc6a/download, https://task-api.office.hiworks.com/v1/attached-files/68db56ccfd31fc406624bc6b/download"
위더스서울,2025-09-18,2025-10-17,진행 완료,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68cce7eccc84252da20033ed/download, https://task-api.office.hiworks.com/v1/attached-files/68cce7eccc84252da20033ee/download"
성북 위센터,2025-09-19,2025-10-24,진행 완료,기획조정1팀,이우진,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/68d508d278a8e35603bee45d/download, https://task-api.office.hiworks.com/v1/attached-files/68d508d278a8e35603bee45e/download"
GS건설,2025-09-19,2025-10-31,진행 완료,기획조정2팀,문서인,홈페이지,,,
FedEx Korea(9/24),2025-08-28,2025-09-24,진행 완료,기획조정2팀,"이서호, 안광열",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68d10c84cc84252da20051e3/download, https://task-api.office.hiworks.com/v1/attached-files/68d10c84cc84252da20051e4/download, https://task-api.office.hiworks.com/v1/attached-files/68d10c84cc84252da20051e5/download, https://task-api.office.hiworks.com/v1/attached-files/68d10c84cc84252da20051e6/download"
더스테이힐링파크(우드버닝 만들기),2025-09-16,2025-10-01,진행 완료,기획조정1팀,조민채,개인,,,
에이텐코리아,2025-09-22,,취소,기획조정팀,"안광열, 조민채",전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68d24b2c8c1e781c592f407a/download, https://task-api.office.hiworks.com/v1/attached-files/68d24b2c8c1e781c592f407b/download"
샹테카이,2025-09-22,2025-09-29,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68d1ebd27012007d0c07be7b/download, https://task-api.office.hiworks.com/v1/attached-files/68d1ebd27012007d0c07be7c/download"
마포구청(곶감단지&위스키 만들기),2025-07-23,2025-09-30,진행 완료,기획조정2팀,문서인,개인,,,
마포구청 꽃꽂이 클래스&베어브릭 페인팅,2025-07-23,2025-10-31,진행 완료,,문서인,개인,,,
마포구청 고궁투어,2025-07-23,2025-11-05,진행 완료,기획조정2팀,문서인,개인,,,
금천구청 행정지원과,2025-09-23,2025-11-03,진행 완료,기획조정1팀,이우진,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68da60231e92203b53bb4995/download, https://task-api.office.hiworks.com/v1/attached-files/68da60231e92203b53bb4996/download"
(주)예일글로벌로지스틱스(미디어게임 쇼 쇼 쇼),2025-09-23,2025-10-25,진행 완료,기획조정1팀,"조민채, 이우진",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68ed8ebaf6c1e546f28045a3/download, https://task-api.office.hiworks.com/v1/attached-files/68ed8ebaf6c1e546f28045a4/download"
레드캡마이스,2025-09-23,2026-02-10,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/6944de6d07cc21057a66b6f1/download, https://task-api.office.hiworks.com/v1/attached-files/6944de6d07cc21057a66b6f2/download"
(주)브라이스톤,2025-09-23,2025-11-28,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68ec4be46b9894336bae1a3c/download, https://task-api.office.hiworks.com/v1/attached-files/68ec4beb9edb4c5d5318354f/download"
성모자애복지관,2025-09-23,,취소,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68d264bab95c3d4d43c23e14/download, https://task-api.office.hiworks.com/v1/attached-files/68d264bab95c3d4d43c23e15/download"
웅진씽크빅,2025-09-23,,취소,기획조정2팀,변승민,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/68d38c307012007d0c07e24d/download, https://task-api.office.hiworks.com/v1/attached-files/68d38c307012007d0c07e24e/download"
한미약품,2025-09-23,2025-12-10,취소,기획조정팀,안광열,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68d37bf578a8e35603beca42/download, https://task-api.office.hiworks.com/v1/attached-files/68d37bf578a8e35603beca43/download"
에어큐브,2025-09-24,2025-11-14,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68f6046e6b9894336baeb28e/download, https://task-api.office.hiworks.com/v1/attached-files/68f6046e6b9894336baeb28f/download"
병무청,2025-09-24,2025-10-22,진행 완료,기획조정2팀,변승민,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68dc8ad3fd31fc406624ccd7/download, https://task-api.office.hiworks.com/v1/attached-files/68dc8ad3fd31fc406624ccd8/download"
삼일회계법인 CCC팀,2025-09-23,,미정,기획조정2팀,문서인,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68ec4c246b9894336bae1a58/download, https://task-api.office.hiworks.com/v1/attached-files/68ec4c289edb4c5d53183556/download"
현대오토에버,2025-09-29,2025-11-18,취소,기획조정1팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68da60781e92203b53bb4999/download, https://task-api.office.hiworks.com/v1/attached-files/68da60781e92203b53bb499a/download"
티머니모빌리티,2025-09-25,2025-10-17,진행 완료,기획조정2팀,변승민,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/68ddcf14dd6fd57862431da7/download, https://task-api.office.hiworks.com/v1/attached-files/68ddcf14dd6fd57862431da8/download"
당진교육청,2025-09-29,2025-10-23,취소,기획조정팀,안광열,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68db8e827d7ec753449e01b0/download, https://task-api.office.hiworks.com/v1/attached-files/68db8e827d7ec753449e01b1/download"
굿네이버스,2025-09-30,2025-10-22,진행 완료,기획조정팀,"안광열, 조민채, 이우진",전화,,,https://task-api.office.hiworks.com/v1/attached-files/68dcb181f6c1e546f27fe759/download
한화시스템,2025-09-30,2025-10-17,취소,기획조정팀,이서호,홈페이지,,,
와우소프트,2025-09-30,2025-10-23,진행 완료,기획조정1팀,이우진,개인,,,
더모임,2025-09-30,,취소,기획조정1팀,조민채,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/69016426f6c1e546f2811f47/download, https://task-api.office.hiworks.com/v1/attached-files/6909b95b0829371e40735fc7/download"
삼성물산,2025-09-30,2025-10-16,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68dddcea6b9894336bade8af/download, https://task-api.office.hiworks.com/v1/attached-files/68dddceef6c1e546f27ff80b/download"
세아창원특수강,2025-09-29,,취소,기획조정2팀,문서인,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68de1ce57a7bf12b22a2f36d/download, https://task-api.office.hiworks.com/v1/attached-files/68de1cfbf6c1e546f280005b/download"
BGF로지스,2025-10-01,2025-10-29,진행 완료,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68dcd8c2f6c1e546f27fed86/download, https://task-api.office.hiworks.com/v1/attached-files/68dcd8c2f6c1e546f27fed87/download"
호리바에스텍,2025-09-30,,취소,기획조정2팀,문서인,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68de04ae9239b62c34a8ffd4/download, https://task-api.office.hiworks.com/v1/attached-files/68de04b1f6c1e546f27ffc8e/download"
(주)예일글로벌로지스틱스(핵심가치와 비전),2025-10-01,2025-10-25,진행 완료,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68ed8f2edd6fd57862436535/download, https://task-api.office.hiworks.com/v1/attached-files/68ed8f2edd6fd57862436536/download"
해긴,2025-10-02,,연기,기획조정1팀,조민채,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/68de15e1f6c1e546f27fff34/download, https://task-api.office.hiworks.com/v1/attached-files/68de15e1f6c1e546f27fff35/download"
LG전자,2025-10-02,2025-10-29,진행 완료,기획조정2팀,변승민,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/68ec8f9dea3545274f7253b6/download, https://task-api.office.hiworks.com/v1/attached-files/68f0a0496b9894336bae7823/download"
ABL생명 인재개발부,2025-09-29,2025-10-29,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68ec9213dd6fd5786243592e/download, https://task-api.office.hiworks.com/v1/attached-files/68ec9213dd6fd5786243592f/download"
키너지랩,2025-10-10,2025-10-22,진행 완료,,,개인,,,
사진공간 길,2025-10-03,2025-12-12,진행 완료,기획조정팀,이서호,개인,,,https://task-api.office.hiworks.com/v1/attached-files/68f06e136b9894336bae70c8/download
(주)퓨어코리아,2025-10-13,,연기,기획조정팀,이서호,홈페이지,,,
키너지랩,2025-10-13,2025-10-22,진행 완료,기획조정2팀,문서인,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68ed94ec32aa3a7b3f597202/download, https://task-api.office.hiworks.com/v1/attached-files/68ed94f032aa3a7b3f597204/download"
(주)서울메트로환경,2025-10-13,,취소,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68f5cca66b9894336baea91c/download, https://task-api.office.hiworks.com/v1/attached-files/68f5cca66b9894336baea91d/download"
경영인의 밤,2025-10-13,2025-11-14,취소,기획조정팀,안광열,홈페이지,,,
더스테이힐링파크(동두천시청),2025-10-13,2025-11-25,진행 완료,기획조정1팀,조민채,개인,,,https://task-api.office.hiworks.com/v1/attached-files/6912ee04db9d71085f1b4c4d/download
롯데바이오로직스,2025-10-14,2025-10-29,취소,기획조정2팀,문서인,홈페이지,,,
kt cs(11월),2025-10-14,2025-11-13,진행 완료,기획조정팀,문서인,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68f1cc13f6c1e546f2808ec6/download, https://task-api.office.hiworks.com/v1/attached-files/68f1cc1adc48e95e1768b7ef/download"
한국알프스,2025-10-14,,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68ef24b7f6c1e546f28064e2/download, https://task-api.office.hiworks.com/v1/attached-files/68ef24bb6acf634c84814000/download"
미래엔,2025-10-15,,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68f0cd88f6c1e546f2808342/download, https://task-api.office.hiworks.com/v1/attached-files/68f0cd88f6c1e546f2808343/download"
GC녹십자,2025-10-15,2025-12-09,진행 완료,기획조정1팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/690064e76b9894336baf2d6e/download, https://task-api.office.hiworks.com/v1/attached-files/690064e76b9894336baf2d6f/download"
한국전기안전공사,2025-10-14,2025-11-17,진행 완료,기획조정1팀,이우진,홈페이지,,디자인 요청,"https://task-api.office.hiworks.com/v1/attached-files/6904770c239ece507817bab3/download, https://task-api.office.hiworks.com/v1/attached-files/6904770c239ece507817bab4/download"
이지앤웰니스(대대행),2025-10-15,2025-10-29,진행 완료,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68f054c5f6c1e546f28074fd/download, https://task-api.office.hiworks.com/v1/attached-files/68f054c5f6c1e546f28074fe/download, https://task-api.office.hiworks.com/v1/attached-files/68f054c5f6c1e546f28074ff/download"
